dataset_id,mrd_avg,wmrd_avg
dataset_0010,0.30309554250000004,0.053369160000000006
dataset_0011,0.2886329525,0.0346371
dataset_0012,0.303961325,0.033972325
dataset_0013,0.3005266375,0.0455062475
dataset_0014,0.2997325025,0.03874383
dataset_0015,0.309416975,0.032608265
dataset_0016,0.31467558749999996,0.04034565
dataset_0017,0.2833088975,0.0397159775
dataset_0018,0.2879910075,0.0370962675
dataset_0019,0.31183652749999996,0.048378655000000007
dataset_0020,0.28069784000000003,0.051294835000000004
dataset_0021,0.3141463,0.0453036875
dataset_0022,0.296658255,0.044824075
dataset_0023,0.2969650125,0.04419473
dataset_0024,0.31123438999999997,0.0402339475
dataset_0025,0.30152382,0.03766192249999999
dataset_0026,0.28053825250000003,0.0726259875
dataset_0027,0.32212860000000004,0.08558197249999999
dataset_0028,0.2837607525,0.06737251
dataset_0029,0.3150643125,0.07246686249999999
dataset_0030,0.3134559375,0.05216598
dataset_0031,0.31540844999999995,0.0716843675
dataset_0032,0.312317955,0.063350435
dataset_0033,0.31376813499999995,0.080533915
dataset_0034,0.302708095,0.061186375
dataset_0035,0.303093085,0.043463787499999997
dataset_0036,0.28788012,0.05604786
dataset_0037,0.311434815,0.0514391625
dataset_0038,0.29208988249999995,0.0551728975
dataset_0039,0.30676034,0.062032262500000004
dataset_0040,0.3014217149999999,0.06432923749999998
dataset_0041,0.30452710000000005,0.04796202749999999
dataset_0042,0.263302,0.03847899999999999
dataset_0043,0.32091630000000004,0.058912574999999995
dataset_0044,0.301873,0.050640497500000006
dataset_0045,0.294106765,0.0418036675
dataset_0046,0.30716595,0.073642125
dataset_0047,0.2959731,0.06264500250000003
dataset_0048,0.27038749999999995,0.0392881375
dataset_0049,0.28218009999999993,0.0417160275
dataset_0050,0.29120223,0.037339670000000005
dataset_0051,0.27938427,0.04688740500000001
dataset_0052,0.2877724675,0.04770785499999999
dataset_0053,0.29937185749999995,0.043351147500000006
dataset_0054,0.2761768725,0.046357482500000005
dataset_0055,0.311104335,0.040369260000000004
dataset_0056,0.28185854750000006,0.0457837825
dataset_0057,0.29182605,0.041908512499999995
dataset_0058,0.304041885,0.051650879999999996
dataset_0059,0.31373451,0.0590226675
dataset_0060,0.316057295,0.066382045
dataset_0061,0.2787407775,0.06712173999999999
dataset_0062,0.2786221575,0.0528898125
dataset_0063,0.26833952,0.0513612425
dataset_0064,0.31258326000000003,0.06320788
dataset_0065,0.28510904,0.061325382500000004
dataset_0066,0.3236116975,0.0458286075
dataset_0067,0.3147102125,0.0481586025
dataset_0068,0.32402863249999997,0.0535995825
dataset_0069,0.3024414075,0.051930977499999996
dataset_0070,0.308711155,0.11026332
dataset_0071,0.29779126,0.0627417975
dataset_0072,0.3005088375,0.05230463500000001
dataset_0073,0.2761678325,0.049795055000000005
dataset_0074,0.2899941025,0.05126456249999999
dataset_0075,0.28471975,0.0345140125
dataset_0076,0.27516791250000006,0.07043386
dataset_0077,0.28392878499999996,0.07406627750000001
dataset_0078,0.29225455750000007,0.056643244999999995
dataset_0079,0.306254565,0.05251268249999999
dataset_0080,0.2855646825,0.08114019250000001
dataset_0081,0.30141690499999996,0.043228192500000005
dataset_0082,0.2930532900000001,0.04530226
dataset_0083,0.3046928450000001,0.048741824999999996
dataset_0084,0.28745577749999995,0.05252856
dataset_0085,0.29937073999999997,0.0604185425
dataset_0086,0.27808831749999996,0.042291925
dataset_0087,0.3115696875,0.05340209
dataset_0088,0.32676815750000004,0.05738171
dataset_0089,0.30258797499999995,0.0551614
dataset_0090,0.30329714750000003,0.051473309999999994
dataset_0091,0.28578653000000004,0.02898937
dataset_0092,0.31607226000000005,0.06020915
dataset_0093,0.29709527999999996,0.04086924999999999
dataset_0094,0.27660765750000005,0.0358820625
dataset_0095,0.31745653,0.0399919
dataset_0096,0.2702628725,0.09866555249999999
dataset_0097,0.27513192,0.0341881125
dataset_0098,0.30486737999999997,0.043374665
dataset_0099,0.29183765749999996,0.0357799725
dataset_0100,0.32311301,0.0360129125
dataset_0101,0.2863774375,0.0340054575
dataset_0102,0.2879876575,0.033312262499999995
dataset_0103,0.30476536000000004,0.04175259
dataset_0104,0.307927675,0.056822245
dataset_0105,0.286368145,0.0746747275
dataset_0106,0.2848753175,0.04598054
dataset_0107,0.29848165249999997,0.033864124999999995
dataset_0108,0.31591379249999996,0.0352582725
dataset_0109,0.30624207499999995,0.0356047825
dataset_0110,0.3118510175,0.03973199
dataset_0111,0.29776407749999995,0.049726735
dataset_0112,0.2720142375,0.03222434
dataset_0113,0.2989602325,0.049416975
dataset_0114,0.32070033749999993,0.04735156000000001
dataset_0115,0.3100833625,0.0563745325
dataset_0116,0.298285155,0.05475171
dataset_0117,0.32286588,0.0680796125
dataset_0118,0.2933439225,0.0672028925
dataset_0119,0.31002113000000003,0.048786705
dataset_0120,0.31153798750000006,0.06580894999999998
dataset_0121,0.3048764775,0.05355030250000001
dataset_0122,0.28725157,0.061676787500000003
dataset_0123,0.2844954825,0.06744553
dataset_0124,0.28560959750000003,0.0740700375
dataset_0125,0.29870565250000003,0.07337343500000001
dataset_0126,0.29102378250000005,0.06306746999999999
dataset_0127,0.29939587749999996,0.0605627325
dataset_0128,0.28525886749999996,0.07640511000000001
dataset_0129,0.2902179224999999,0.07438975500000002
dataset_0130,0.3089175375,0.06068098250000001
dataset_0131,0.31033471,0.06352595000000001
dataset_0132,0.3134011175,0.0664319875
dataset_0133,0.2813930475,0.0987820125
dataset_0134,0.2968500500000001,0.11880818500000002
dataset_0135,0.3026701774999999,0.13890917000000003
dataset_0136,0.2859131049999999,0.13699776500000002
dataset_0137,0.31258404000000006,0.13318489499999997
dataset_0138,0.3001328199999999,0.13314999000000005
dataset_0139,0.3097786900000001,0.12066063499999999
dataset_0140,0.27718355499999997,0.05497609
dataset_0141,0.29638491,0.055934349999999994
dataset_0142,0.28191154749999997,0.065495235
dataset_0143,0.28738924,0.08031471500000001
dataset_0144,0.27311877999999995,0.075835705
dataset_0145,0.277194525,0.05802472
dataset_0146,0.31900707250000004,0.0501665825
dataset_0147,0.31704549249999997,0.07426007999999999
dataset_0148,0.307434855,0.0814306575
dataset_0149,0.286622775,0.0715422225
dataset_0150,0.3019086075,0.029626760000000002
dataset_0151,0.31453174999999994,0.027728575000000002
dataset_0152,0.28744318,0.04447587500000001
dataset_0153,0.28466822,0.037018715
dataset_0154,0.29366633,0.10167842249999999
dataset_0155,0.3250393,0.113517475
dataset_0156,0.34609946249999995,0.13146541499999997
dataset_0157,0.316923595,0.12885823500000002
dataset_0158,0.3075776225,0.1504422675
dataset_0159,0.2810753225,0.1128120625
dataset_0160,0.3175753525,0.1498347175
dataset_0161,0.2993184824999999,0.15511696
dataset_0162,0.3160878475,0.18905186500000004
dataset_0163,0.3272332975000001,0.15718987
dataset_0164,0.3190987125,0.15554779999999999
dataset_0165,0.3141073825,0.1640973425
dataset_0166,0.2995299,0.13188760000000002
dataset_0167,0.31957889,0.14386636500000002
dataset_0168,0.3259222899999999,0.12168974000000002
dataset_0169,0.30376692499999997,0.16127302
dataset_0170,0.3090191375,0.0375572775
dataset_0171,0.2915961900000001,0.0333894
dataset_0172,0.3036436325,0.0392323425
dataset_0173,0.31378625499999996,0.034321275
dataset_0174,0.3058974075,0.038539135
dataset_0175,0.3170094825,0.0357992125
dataset_0176,0.30119703750000004,0.027845195
dataset_0177,0.3290683825,0.0277576
dataset_0178,0.28828235,0.0309998925
dataset_0179,0.31063520749999995,0.0360884075
dataset_0180,0.2922046275,0.057590865000000005
dataset_0181,0.26633897,0.042449245
dataset_0182,0.301536905,0.04661472249999999
dataset_0183,0.31312565249999996,0.048283812499999995
dataset_0184,0.3029080175,0.05012504999999999
dataset_0185,0.29399804500000004,0.042820287500000005
dataset_0186,0.31687181000000003,0.04075486749999999
dataset_0187,0.2946601325,0.043545745
dataset_0188,0.3372916175,0.040681645
dataset_0189,0.310291095,0.04925774499999999
dataset_0190,0.31971714999999995,0.054982135
dataset_0191,0.2781464175,0.044012520000000006
dataset_0192,0.2961043625,0.07252207999999999
dataset_0193,0.3010585275,0.042358780000000006
dataset_0194,0.3087227425,0.0592283425
dataset_0195,0.28959578,0.06231674
dataset_0196,0.321666155,0.048413939999999996
dataset_0197,0.30630896750000003,0.0409066825
dataset_0198,0.3090513,0.07224702
dataset_0199,0.3220771075,0.05321818
dataset_0200,0.32108889749999997,0.044391059999999996
dataset_0201,0.32873292249999997,0.0356431225
dataset_0202,0.2946755824999999,0.034936392499999996
dataset_0203,0.309098555,0.028086192499999996
dataset_0204,0.2826849025,0.05758367249999999
dataset_0205,0.29750136999999993,0.03557183
dataset_0206,0.30428978250000005,0.0363280725
dataset_0207,0.3047155450000001,0.05770954
dataset_0208,0.31084166500000004,0.06040616
