dataset_id,mrd_avg,wmrd_avg
dataset_0010,0.238017415,0.045463892500000005
dataset_0011,0.23530420749999997,0.042426435
dataset_0012,0.24499273499999996,0.038917902500000004
dataset_0013,0.22341358,0.040978762499999995
dataset_0014,0.251509265,0.04733112500000001
dataset_0015,0.25615485499999996,0.046925144999999994
dataset_0016,0.24955276499999995,0.0405226025
dataset_0017,0.2573620675,0.04512061
dataset_0018,0.2615197775,0.048580784999999994
dataset_0019,0.24217102999999998,0.05194253
dataset_0020,0.2478099475,0.036266425
dataset_0021,0.24117648499999997,0.042498767500000006
dataset_0022,0.23849317750000004,0.039446567499999995
dataset_0023,0.23902147499999998,0.037287825
dataset_0024,0.25318089750000006,0.048578905
dataset_0025,0.24573072750000002,0.039581775
dataset_0026,0.2546511075,0.04244521
OVERALL_AVG,0.24588597147058824,0.0431950155882353
